A@01,A@21,A@22,A@23,A@24,A@41,A@42,A@43,A@44,A@45,A@46,A@47,A@61,A@62,A@63,B@01,B@02,B@03,B@04,B@05,B@06,B@07,B@08,B@09,B@21,B@22,B@23,B@24,B@25,B@26,B@27,B@28,B@29,B@30,B@31,B@32,B@33,B@41,B@42,B@43,B@44,B@60,B@61,B@62,B@63,B@64,B@65,B@66,B@67,B@68,B@81,B@82,C@01,C@02,C@03,C@04,C@05,C@06,C@07,C@08,C@09,C@10,C@11,C@12,C@13,C@14,C@21,C@22,C@23,C@25,C@30,C@40,D@01,D@02,D@03,D@04,D@05,D@06,D@07,D@10,D@21,E@01,E@02,E@03,E@04,E@05,E@06,E@21,F@01,F@02,F@03,F@04,F@05,F@15,F@16,F@17,F@21,F@22,F@23,F@24,F@25,F@26,F@27,F@28,F@41,F@42,G@01,G@02,G@03,G@04,G@05,G@06,G@07,G@08,G@09,G@10,G@11,G@16,G@21,H@01,H@02,H@03,H@04,H@05,Y@02,Y@04,Y@10
0.0177,0.001153,0,0.01035,0.001809,0.002792,0,0.002146,0.001577,0.003328,0.001644,0.01444,0.2071,0.002238,0.02921,0.06769,0.001119,0.001546,0,0.006558,0.001487,0,0.002765,0.001432,0.006004,0.007637,0.0162,0.006797,0.00634,0.003857,0.001685,0.002323,0.03401,0.002154,0.004778,0.02012,0.004043,0.01531,0.003079,0.002486,0.00211,0.04928,0.002476,0.009961,0.005043,0.00747,0.03437,0.002739,0.001016,0,0.00363,0.0182,0.01915,0.008867,0.006606,0.01011,0.002226,0,0.07345,0.04669,0.0234,0.01537,0.007657,0.03476,0,0,0.003587,0.00869,0.0119,0.005341,0.003666,0.001866,0.00374,0,0.001252,0.002659,0.001138,0.006248,0,0.001289,0.005072,0.002438,0.005187,0.002127,0.01216,0.01295,0.005,0.007301,0.01114,0.02234,0.001867,0.007405,0.007593,0.003786,0.04571,0.004717,0.009497,0.001847,0.006544,0.007882,0.005556,0.001643,0.003239,0.005622,0.003422,0.002256,0.0631,0.04662,0.03105,0.00108,0.01285,0.1313,0.009694,0.008824,0.02709,0.007452,0.03522,0.008269,0.002686,0.1292,0.03549,0.01737,0.1409,0.03786,0.09276,0.003181,0.2213
0.01567,0,0,0.007645,0,0.00167,0,0.001154,0.001041,0.002137,0,0.01087,0.1608,0.001798,0.01694,0.05758,0,0.001188,0,0.005044,0.001104,0,0.001794,0,0.005277,0.006207,0.009955,0.004063,0.004389,0.003129,0.001141,0.001548,0.04551,0.001665,0.003009,0.0122,0.003562,0.01243,0.002031,0.001462,0.001484,0.03747,0.001539,0.007095,0.004721,0.004583,0.02362,0.001721,0.001019,0,0.002782,0.02045,0.01273,0.005469,0.005458,0.009207,0.001497,0,0.1184,0.04805,0.01895,0.01301,0.005895,0.04388,0,0,0.003931,0.008746,0.008919,0.004646,0.002584,0.001986,0.002542,0,0.001072,0.00263,0,0.004675,0,0,0.00294,0.001659,0.002755,0.001508,0.009737,0.01074,0.003743,0.005683,0.01121,0.01873,0.001472,0.006274,0.006936,0.003756,0.05195,0.002794,0.007406,0.001498,0.004126,0.004911,0.005145,0.001134,0.002273,0.00503,0.002153,0.002123,0.09422,0.04519,0.03342,0,0.0111,0.08899,0.006027,0.006489,0.02173,0.00498,0.02854,0.005534,0.001576,0.2538,0.0244,0.01888,0.1277,0.04693,0.1099,0.002396,0.2603
0.007784,0,0,0.003546,0,0,0,0,0,0,0,0.007124,0.1179,0,0.009403,0.04079,0,0,0,0.002341,0,0,0,0,0.002175,0.002615,0.005623,0.002028,0.001901,0.001363,0,0,0.02601,0,0.001575,0.01147,0.001747,0.008604,0,0,0,0.02743,0,0.003645,0.002013,0.002126,0.02006,0,0,0,0.001833,0.007512,0.008018,0.003551,0.003407,0.004179,0,0,0.03641,0.02336,0.01529,0.00622,0.00286,0.01596,0,0,0.001321,0.004227,0.005724,0.00227,0.001043,0,0,0,0,0,0,0.002012,0,0,0.001516,0,0.001488,0,0.005081,0.0058,0.001632,0.002496,0.006064,0.01099,0,0.002765,0.002457,0.001423,0.02405,0.00162,0.003619,0,0.002093,0.002541,0.002633,0,0,0.002309,0.00105,0,0.03519,0.03268,0.01447,0,0.005346,0.0655,0.003907,0.003539,0.01512,0.002804,0.0237,0.002474,0,0.2087,0.01545,0.009375,0.07557,0.02467,0.08069,0.001064,0.1988
0.01168,0,0,0.005002,0,0.001076,0,0,0,0.001163,0,0.008064,0.2002,0,0.01351,0.04651,0,0,0,0.003285,0,0,0.001099,0,0.002302,0.00387,0.008876,0.003612,0.002778,0.001691,0,0,0.02026,0,0.002016,0.01301,0.001763,0.009175,0.001117,0,0,0.03784,0,0.004701,0.00216,0.004571,0.02063,0,0,0,0.001899,0.009727,0.009009,0.003627,0.0027,0.006461,0,0,0.05321,0.03323,0.01299,0.01013,0.00345,0.02581,0,0,0.001931,0.005665,0.00509,0.002391,0.00119,0,0.00154,0,0,0,0,0.002844,0,0,0.002199,0,0.002415,0,0.006534,0.007083,0.002013,0.004034,0.006764,0.01485,0,0.002926,0.003384,0.002258,0.02462,0.002148,0.005155,0,0.002755,0.004119,0.002394,0,0.001263,0.002231,0.001523,0,0.03492,0.02506,0.01939,0,0.007627,0.06514,0.004827,0.004367,0.01471,0.003029,0.01969,0.003159,0.001167,0.108,0.01761,0.008812,0.07018,0.02437,0.06123,0.001126,0.2045
0.03617,0.004417,0.004627,0.02291,0.007389,0.008492,0.003939,0.006419,0.006086,0.009524,0.006369,0.03469,0.2353,0.008002,0.03637,0.1213,0.005366,0.006674,0.004098,0.01769,0.006178,0.003552,0.0101,0.004641,0.0171,0.01986,0.03344,0.01854,0.01439,0.01158,0.004964,0.007779,0.09383,0.009315,0.01305,0.0619,0.01302,0.03825,0.009331,0.007743,0.0103,0.07365,0.0074,0.02064,0.01433,0.02121,0.05708,0.009595,0.004101,0.003142,0.01637,0.04651,0.05107,0.02532,0.01778,0.02749,0.008907,0.003334,0.1376,0.09272,0.05995,0.04043,0.02071,0.08162,0.001955,0.003084,0.01442,0.0286,0.03336,0.01655,0.008028,0.007478,0.0121,0.003015,0.004654,0.01109,0.004603,0.01922,0.004159,0.004725,0.01264,0.00725,0.01208,0.007081,0.02905,0.03276,0.01223,0.01861,0.03371,0.03997,0.008374,0.01503,0.0207,0.01233,0.07775,0.01493,0.01965,0.006441,0.01808,0.02143,0.01788,0.008014,0.01052,0.01631,0.009998,0.006264,0.1195,0.07728,0.04274,0.005685,0.03162,0.164,0.01869,0.02478,0.04445,0.01744,0.07355,0.01761,0.009527,0.1868,0.05393,0.04337,0.1744,0.07411,0.144,0.01181,0.2996
0.02317,0.002124,0.002296,0.01633,0.004652,0.005542,0.002185,0.004191,0.003936,0.005772,0.003696,0.02861,0.1448,0.004858,0.02966,0.08117,0.002341,0.004127,0.002008,0.01281,0.003132,0.001475,0.006486,0.003358,0.01102,0.01236,0.0235,0.01005,0.01031,0.007474,0.003409,0.005439,0.06123,0.004363,0.009328,0.03738,0.009128,0.02933,0.0054,0.004589,0.004823,0.06205,0.005127,0.01589,0.01083,0.01262,0.04823,0.005626,0.002369,0.001453,0.008685,0.02866,0.03094,0.01457,0.01218,0.01791,0.004769,0.001874,0.06738,0.0535,0.03936,0.02207,0.01226,0.04261,0,0.001384,0.007678,0.01644,0.02289,0.01086,0.005577,0.004212,0.006891,0.001101,0.002893,0.006338,0.002445,0.01033,0.002373,0.003054,0.008068,0.005422,0.008012,0.004042,0.0199,0.02342,0.009266,0.01192,0.02214,0.02861,0.00486,0.01185,0.01223,0.007553,0.06669,0.008694,0.01551,0.004495,0.01267,0.01205,0.01209,0.004379,0.006038,0.0104,0.006259,0.004106,0.07714,0.0802,0.03951,0.002966,0.01994,0.1343,0.01726,0.01693,0.04296,0.01351,0.05376,0.01455,0.006135,0.195,0.04399,0.02753,0.1756,0.05745,0.1466,0.007132,0.279
0.02385,0.001879,0.001312,0.01268,0.002775,0.004916,0.001603,0.003076,0.002409,0.005152,0.002828,0.01751,0.1222,0.003402,0.02552,0.07675,0.001798,0.003088,0.001465,0.01112,0.002034,0.001097,0.005026,0.002071,0.01264,0.009815,0.01986,0.01085,0.008897,0.006038,0.002334,0.004199,0.06737,0.004045,0.006177,0.02578,0.00681,0.01977,0.004726,0.004346,0.003768,0.05354,0.003926,0.01288,0.008325,0.01026,0.04657,0.004557,0.001879,0.001192,0.006151,0.02581,0.02277,0.01172,0.009025,0.0153,0.003802,0.001339,0.08993,0.0576,0.03447,0.01545,0.009738,0.03662,0,0,0.006262,0.01428,0.01574,0.008579,0.004251,0.002753,0.004563,0,0.002142,0.004902,0.00179,0.008471,0.001366,0.002321,0.005742,0.004451,0.005911,0.003172,0.01989,0.01708,0.007294,0.01113,0.01977,0.02667,0.004493,0.01151,0.01153,0.006044,0.07263,0.007614,0.01353,0.003698,0.008631,0.01109,0.01038,0.0031,0.005096,0.007569,0.004758,0.003579,0.08924,0.05795,0.02931,0.00217,0.01641,0.1798,0.01236,0.01634,0.03671,0.01205,0.05363,0.01225,0.004262,0.171,0.04134,0.02117,0.2184,0.05742,0.09981,0.006511,0.2973
0.02434,0.002637,0.002121,0.01624,0.004218,0.00524,0.00189,0.00408,0.003255,0.006579,0.003399,0.02826,0.1346,0.004622,0.03095,0.07589,0.002304,0.003783,0.001942,0.0105,0.003292,0.001466,0.0068,0.003133,0.01073,0.01327,0.02177,0.01077,0.01308,0.008104,0.003928,0.004922,0.05485,0.004552,0.00986,0.02942,0.007736,0.02091,0.005796,0.004626,0.004124,0.06784,0.004361,0.01676,0.009907,0.01369,0.0496,0.005594,0.002145,0.001198,0.007612,0.0264,0.0271,0.01531,0.01166,0.01561,0.004339,0.001583,0.06575,0.06092,0.03659,0.02332,0.01181,0.04109,0,0.001148,0.006453,0.0144,0.01926,0.009682,0.005799,0.003804,0.006015,0.00102,0.003271,0.004967,0.002225,0.01022,0.001949,0.002775,0.008248,0.005797,0.009398,0.004823,0.0222,0.02162,0.008772,0.01236,0.02261,0.03259,0.00472,0.01286,0.01327,0.007729,0.06994,0.009487,0.01656,0.003562,0.01062,0.01316,0.01133,0.004348,0.006697,0.01067,0.00697,0.004677,0.07333,0.06883,0.0382,0.002722,0.01987,0.166,0.01674,0.02032,0.04018,0.01271,0.04556,0.01238,0.005474,0.1723,0.04671,0.02966,0.1947,0.06535,0.1502,0.006792,0.2217
0.03314,0.003407,0.002261,0.02021,0.004603,0.005305,0.002185,0.003577,0.003639,0.006027,0.003529,0.0263,0.2586,0.004515,0.03613,0.09624,0.002744,0.003839,0.002666,0.01285,0.00375,0.002183,0.005225,0.003203,0.01145,0.01438,0.02262,0.01373,0.01177,0.009075,0.003615,0.00456,0.05585,0.004858,0.009678,0.04026,0.007878,0.03234,0.006611,0.005131,0.004135,0.06535,0.006114,0.01498,0.01264,0.01592,0.05156,0.005931,0.002936,0.001377,0.008228,0.03154,0.02502,0.02072,0.01204,0.01756,0.004634,0.00175,0.17,0.0894,0.03822,0.02928,0.01501,0.07765,0.001085,0.001638,0.008698,0.01877,0.0183,0.01067,0.006988,0.005472,0.006936,0.001097,0.003083,0.005625,0.00302,0.01236,0.002485,0.003436,0.009206,0.004719,0.009005,0.005045,0.02457,0.02806,0.008361,0.01308,0.02167,0.03639,0.004495,0.01306,0.01241,0.009401,0.06564,0.009563,0.01539,0.004134,0.0106,0.01459,0.01157,0.004179,0.00683,0.009965,0.008047,0.005682,0.08795,0.06222,0.04353,0.003587,0.02469,0.1297,0.01872,0.01668,0.03823,0.01263,0.05724,0.01067,0.004857,0.1687,0.04037,0.03203,0.1561,0.05891,0.1308,0.006679,0.2404
0.007579,0,0,0.002934,0,0,0,0,0,0,0,0.005169,0.2063,0,0.007449,0.03311,0,0,0,0.001579,0,0,0,0,0.001608,0.002368,0.003917,0.001612,0.001829,0,0,0,0.01745,0,0,0.009081,0.001162,0.007383,0,0,0,0.02112,0,0.001937,0.001212,0.00176,0.01122,0,0,0,0.001133,0.008564,0.006177,0.002694,0.001894,0.002716,0,0,0.1081,0.04301,0.009391,0.00793,0.002182,0.02845,0,0,0,0.003325,0.003638,0.001574,0,0,0,0,0,0,0,0.001588,0,0,0.001333,0,0,0,0.004529,0.004831,0.001512,0.002298,0.004876,0.007211,0,0.001774,0.001797,0.001029,0.02122,0.001194,0.002549,0,0.001532,0.002221,0.001882,0,0,0.001455,0,0,0.0386,0.01777,0.01225,0,0.005645,0.05504,0.002824,0.002777,0.01486,0.002226,0.01446,0.001662,0,0.124,0.01209,0.007773,0.07895,0.02081,0.05314,0,0.1761
0.02074,0.001633,0.001738,0.01375,0.00289,0.004404,0.001552,0.003318,0.002802,0.004802,0.00313,0.02399,0.1275,0.003625,0.03133,0.06983,0.001882,0.003006,0.001648,0.008806,0.002637,0.001073,0.004864,0.00225,0.00942,0.01088,0.02207,0.008682,0.0104,0.007056,0.002515,0.003655,0.05813,0.003317,0.006707,0.03088,0.007366,0.02304,0.005134,0.003722,0.002877,0.06193,0.003764,0.01335,0.009312,0.009085,0.04533,0.004213,0.001896,0,0.007251,0.02406,0.02314,0.01295,0.009588,0.01453,0.003856,0.001214,0.05394,0.05231,0.03402,0.01932,0.0106,0.03609,0,0.001018,0.00612,0.01437,0.02103,0.007772,0.004981,0.003156,0.004694,0,0.002292,0.004399,0.002006,0.007775,0.001968,0.002319,0.007198,0.004356,0.008161,0.00397,0.01752,0.02018,0.006323,0.009453,0.01917,0.0325,0.003963,0.01112,0.01005,0.005984,0.06149,0.00758,0.01353,0.003238,0.009661,0.01075,0.009606,0.003402,0.00492,0.008749,0.005303,0.003706,0.06896,0.06084,0.03653,0.001957,0.01618,0.1014,0.01377,0.01279,0.03733,0.009636,0.04477,0.0108,0.004504,0.2456,0.03808,0.02311,0.1025,0.06448,0.1349,0.004498,0.2592
0.03027,0.003851,0.003281,0.02134,0.006253,0.007844,0.002816,0.006117,0.004721,0.007938,0.005716,0.03159,0.1622,0.006431,0.04044,0.09501,0.003327,0.005,0.003072,0.01505,0.004692,0.002461,0.008241,0.004414,0.01274,0.01626,0.02837,0.01451,0.0158,0.01219,0.005254,0.006751,0.07433,0.005909,0.01147,0.0379,0.01169,0.03414,0.008744,0.007619,0.005269,0.07912,0.007237,0.02134,0.01416,0.0153,0.06475,0.007507,0.003726,0.001803,0.01109,0.0323,0.03207,0.0189,0.01564,0.02175,0.006946,0.002394,0.0701,0.06588,0.04777,0.02865,0.01796,0.04258,0.001521,0.001818,0.009654,0.02091,0.02788,0.01178,0.009046,0.005636,0.008291,0.001605,0.004569,0.007536,0.003656,0.01341,0.003329,0.004267,0.0105,0.007675,0.01336,0.00759,0.02622,0.02929,0.0114,0.01554,0.02722,0.04341,0.006904,0.01727,0.01536,0.01017,0.08645,0.01132,0.02058,0.005981,0.01486,0.01775,0.01471,0.005389,0.009251,0.01447,0.009077,0.006463,0.08519,0.09602,0.05077,0.003742,0.02624,0.1329,0.0233,0.0206,0.04396,0.01573,0.05615,0.01545,0.008173,0.2623,0.04892,0.03497,0.1543,0.08204,0.1607,0.0082,0.2518
0.02257,0.001789,0.00187,0.01363,0.003301,0.004936,0.001547,0.00319,0.002732,0.005244,0.003318,0.02718,0.1299,0.004203,0.0305,0.07707,0.002057,0.00289,0.001869,0.01095,0.002989,0.001133,0.005138,0.002376,0.01088,0.009418,0.02,0.009199,0.01017,0.007447,0.002945,0.004692,0.06421,0.003641,0.007779,0.03358,0.008481,0.02694,0.004428,0.005018,0.003519,0.0592,0.003432,0.0135,0.009448,0.009665,0.04511,0.004925,0.001899,0.001281,0.008729,0.02439,0.02576,0.01376,0.00961,0.01471,0.004267,0.001444,0.05251,0.03894,0.04028,0.0201,0.01231,0.03467,0,0.001259,0.006304,0.01506,0.02139,0.00816,0.004474,0.003326,0.005427,0.001195,0.002533,0.004722,0.002162,0.009181,0.001919,0.001996,0.00747,0.004502,0.008478,0.003791,0.01676,0.01987,0.008364,0.01026,0.02005,0.02423,0.004961,0.01144,0.01158,0.006503,0.07241,0.008002,0.0128,0.003255,0.00918,0.01244,0.00961,0.003851,0.005277,0.009182,0.005294,0.003605,0.07354,0.06783,0.03806,0.002117,0.01688,0.1004,0.01443,0.01304,0.03911,0.01,0.04685,0.009568,0.004837,0.236,0.04611,0.02174,0.1025,0.0617,0.1251,0.005986,0.3056
0.01615,0.001445,0.001077,0.01188,0.002455,0.003103,0.001018,0.002007,0.001821,0.003819,0.002026,0.01676,0.1313,0.002745,0.02775,0.07521,0.001393,0.00205,0.001083,0.006273,0.001887,0,0.003554,0.00138,0.007975,0.006816,0.01708,0.006789,0.007084,0.004959,0.001669,0.002875,0.04547,0.002654,0.005989,0.02615,0.005344,0.02017,0.003018,0.003451,0.002402,0.05345,0.002864,0.009967,0.006973,0.007716,0.03719,0.003085,0.001243,0,0.004846,0.01952,0.01785,0.009145,0.006648,0.01058,0.002684,0,0.06159,0.04984,0.02641,0.01563,0.008142,0.03378,0,0,0.00439,0.01004,0.01185,0.005774,0.003294,0.002376,0.00385,0,0.001461,0.003195,0.001694,0.00817,0.001456,0.001477,0.005791,0.00252,0.006812,0.002448,0.01534,0.01577,0.004895,0.008857,0.01452,0.02153,0.002907,0.007985,0.008331,0.004983,0.07205,0.005529,0.009613,0.002569,0.006652,0.01003,0.007016,0.002471,0.00379,0.007437,0.003813,0.002354,0.0551,0.05466,0.02778,0.00156,0.01445,0.1368,0.01051,0.01236,0.02743,0.008132,0.04006,0.00642,0.002891,0.1486,0.03699,0.01887,0.164,0.05204,0.1083,0.004196,0.2144
0.01059,0,0,0.007474,0.001391,0.001963,0,0.001168,0,0.002085,0.001203,0.01183,0.1107,0.001574,0.01712,0.0523,0,0.001111,0,0.004829,0.001155,0,0.001944,0,0.003947,0.005778,0.01011,0.004372,0.004895,0.002794,0.001122,0.001589,0.03223,0.001428,0.003667,0.01519,0.003426,0.01277,0.002026,0.001632,0.001522,0.04408,0.001418,0.00734,0.004215,0.004897,0.027,0.001935,0,0,0.002586,0.01277,0.0121,0.005694,0.004309,0.006529,0.001573,0,0.03616,0.03499,0.01983,0.01165,0.005648,0.01976,0,0,0.002587,0.006812,0.008055,0.003768,0.002186,0.001285,0.002448,0,0,0.001724,0,0.004073,0,0,0.003226,0.001912,0.003896,0.001553,0.009508,0.009801,0.003217,0.005309,0.01141,0.01573,0.001528,0.006249,0.006477,0.002918,0.04434,0.003949,0.007853,0.001193,0.004378,0.005226,0.003816,0.001181,0.002538,0.00422,0.002369,0.001623,0.045,0.04064,0.02508,0,0.008996,0.1188,0.007352,0.008738,0.02433,0.004728,0.02689,0.005477,0.001888,0.1615,0.02957,0.01654,0.1756,0.0441,0.1064,0.002465,0.1784
0.01977,0.001062,0,0.009206,0.001886,0.00267,0,0.001768,0.001691,0.002896,0.001826,0.01499,0.1518,0.002456,0.02248,0.07276,0.00111,0.001878,0.001028,0.007009,0.001629,0,0.002863,0.001366,0.006478,0.007097,0.01472,0.0063,0.005762,0.004069,0.001613,0.002228,0.04637,0.002276,0.004714,0.02287,0.004461,0.01936,0.003005,0.002399,0.001957,0.04872,0.00238,0.009306,0.005299,0.005948,0.03327,0.002769,0.001053,0,0.004534,0.02373,0.0175,0.009651,0.007315,0.01175,0.002171,0,0.07103,0.04999,0.03079,0.01634,0.008039,0.03681,0,0,0.004218,0.009634,0.01365,0.005747,0.003613,0.002289,0.003706,0,0.001459,0.003187,0.001335,0.005145,0.001077,0.001512,0.004654,0.002519,0.004867,0.002162,0.01212,0.01478,0.00506,0.007787,0.0134,0.02076,0.00247,0.007696,0.007575,0.004119,0.05316,0.004965,0.007864,0.002059,0.006307,0.008371,0.006199,0.001941,0.003244,0.006668,0.003321,0.002622,0.0538,0.05005,0.02882,0.001288,0.01328,0.0927,0.008591,0.008415,0.02642,0.0069,0.03425,0.006681,0.002672,0.1959,0.02993,0.02032,0.09072,0.04627,0.1004,0.003303,0.2663
0.02246,0.002125,0.001638,0.01613,0.003517,0.005044,0.001539,0.003277,0.003285,0.005125,0.00323,0.02169,0.1662,0.004414,0.03271,0.08102,0.002236,0.002929,0.002138,0.01024,0.003008,0.001303,0.005007,0.00256,0.009884,0.01153,0.02208,0.01039,0.009603,0.008031,0.002913,0.004107,0.05439,0.003854,0.007381,0.0329,0.008136,0.02642,0.005371,0.003801,0.004028,0.06378,0.004008,0.01282,0.01098,0.01153,0.04353,0.00478,0.002015,0.001208,0.007245,0.02749,0.026,0.01409,0.01001,0.01593,0.004006,0.001423,0.08916,0.05985,0.03661,0.02255,0.01274,0.04729,0,0.001169,0.007003,0.01327,0.02045,0.00872,0.005463,0.003979,0.00556,0,0.002374,0.005124,0.002455,0.00947,0.001847,0.002452,0.007158,0.004896,0.007693,0.00413,0.02089,0.02241,0.008214,0.01111,0.01953,0.03408,0.004357,0.01158,0.01194,0.006047,0.06691,0.007895,0.01542,0.003539,0.01128,0.01186,0.009082,0.003343,0.005851,0.009204,0.006251,0.003905,0.06805,0.06171,0.03794,0.002486,0.01921,0.1194,0.01297,0.01302,0.03953,0.01039,0.04516,0.01128,0.004566,0.183,0.03836,0.02458,0.1219,0.06043,0.1255,0.005602,0.2681
0.03881,0.003731,0.003809,0.02276,0.006857,0.008195,0.003411,0.005851,0.005586,0.008854,0.006313,0.03433,0.1706,0.00643,0.03729,0.09817,0.004075,0.005517,0.003551,0.01903,0.005023,0.002867,0.008404,0.00479,0.01702,0.01773,0.0292,0.01637,0.01591,0.01367,0.005728,0.007904,0.07782,0.007583,0.01328,0.04847,0.01394,0.03817,0.007938,0.007658,0.007856,0.08106,0.006765,0.02126,0.01504,0.0199,0.06095,0.009146,0.004052,0.00266,0.01304,0.03471,0.03747,0.0223,0.01726,0.02721,0.007644,0.00336,0.1018,0.07523,0.05458,0.03852,0.01859,0.06414,0.002057,0.002718,0.01108,0.02228,0.03099,0.01398,0.008322,0.007351,0.01028,0.002209,0.004042,0.008945,0.004041,0.01511,0.003746,0.005104,0.01215,0.007498,0.01172,0.007185,0.03025,0.03212,0.01193,0.01719,0.03006,0.03982,0.00824,0.0168,0.01941,0.01237,0.0903,0.01281,0.02437,0.007055,0.01567,0.02024,0.0171,0.008208,0.009799,0.01758,0.01012,0.006486,0.09208,0.07495,0.04692,0.004398,0.02775,0.1435,0.02174,0.02467,0.05073,0.01907,0.0619,0.01766,0.008019,0.1883,0.05475,0.03789,0.1584,0.07048,0.1512,0.01061,0.2801
0.01854,0.001277,0.001032,0.009597,0.002026,0.002862,0.001017,0.002296,0.001971,0.003194,0.002084,0.01849,0.1492,0.002798,0.02013,0.0584,0.001309,0.002073,0.001266,0.007545,0.001683,0,0.003338,0.001523,0.006945,0.007873,0.01725,0.006445,0.007264,0.004937,0.001627,0.002836,0.04885,0.002645,0.005188,0.02781,0.005853,0.02049,0.003319,0.002701,0.002648,0.04677,0.002508,0.00975,0.007071,0.006442,0.03237,0.002927,0.00137,0,0.005786,0.02224,0.01878,0.01072,0.008026,0.01199,0.002475,0,0.06561,0.05185,0.02705,0.01408,0.008233,0.0344,0,0,0.004606,0.01021,0.01536,0.006554,0.003307,0.002577,0.003531,0,0.001798,0.003398,0.001287,0.005763,0.001257,0.001621,0.005252,0.00324,0.005427,0.002417,0.01397,0.01462,0.005618,0.008134,0.0154,0.02249,0.002646,0.007376,0.007547,0.004964,0.05121,0.004917,0.009644,0.0022,0.006614,0.009211,0.007708,0.002489,0.003805,0.007067,0.00347,0.002682,0.05915,0.05494,0.0303,0.001471,0.01347,0.08644,0.009921,0.009677,0.03332,0.00725,0.03707,0.007987,0.002852,0.2013,0.03016,0.01934,0.0991,0.0474,0.1078,0.00359,0.2658
0.01978,0.001642,0.001532,0.01434,0.002917,0.003731,0.001442,0.003033,0.002509,0.004503,0.002879,0.01873,0.1167,0.003536,0.0301,0.08616,0.001931,0.002553,0.001515,0.008826,0.002857,0.001016,0.00453,0.00223,0.008129,0.009585,0.0178,0.008979,0.008037,0.005829,0.002568,0.003183,0.05741,0.003066,0.007347,0.03008,0.006031,0.01803,0.003998,0.004021,0.003188,0.0694,0.003676,0.01324,0.008192,0.01085,0.0395,0.004765,0.001503,0.001039,0.006179,0.02476,0.0239,0.01272,0.007911,0.01507,0.003735,0.001134,0.06573,0.05289,0.0372,0.0222,0.01017,0.04011,0,0,0.005659,0.01293,0.02006,0.006865,0.00401,0.003418,0.004961,0,0.001918,0.004547,0.002017,0.008553,0.001792,0.001788,0.00587,0.003758,0.007098,0.002999,0.01681,0.0184,0.005984,0.00967,0.01943,0.03608,0.004021,0.00939,0.0107,0.006074,0.05799,0.007217,0.01144,0.00302,0.01024,0.01196,0.009046,0.003638,0.005596,0.008628,0.005426,0.003192,0.06307,0.04571,0.02805,0.001946,0.01621,0.1207,0.01054,0.0124,0.03024,0.009519,0.04371,0.009551,0.003904,0.1598,0.03387,0.02395,0.1204,0.05264,0.1648,0.004813,0.2772
0.006054,0,0,0.002729,0,0,0,0,0,0,0,0.004286,0.1456,0,0.00808,0.02999,0,0,0,0.001605,0,0,0,0,0.00142,0.001896,0.00406,0.001435,0.001383,0,0,0,0.01678,0,0,0.006368,0,0.005823,0,0,0,0.0233,0,0.002555,0.001152,0.001858,0.01278,0,0,0,0,0.007788,0.00554,0.002074,0.001276,0.002942,0,0,0.04716,0.02357,0.007626,0.005631,0.001949,0.01436,0,0,0,0.002362,0.003713,0.001112,0,0,0,0,0,0,0,0.001614,0,0,0,0,0,0,0.004769,0.004201,0,0.002252,0.004772,0.007633,0,0.001992,0.001858,0,0.02733,0,0.002374,0,0.001693,0.002185,0.001061,0,0,0.001545,0,0,0.02784,0.02691,0.01349,0,0.003901,0.06085,0.0025,0.002784,0.01057,0.001347,0.01081,0.001889,0,0.09723,0.01314,0.006187,0.09314,0.02104,0.0495,0,0.1597
0.02154,0.001315,0.001083,0.01104,0.002353,0.003255,0,0.002153,0.001841,0.003099,0.001559,0.01911,0.1767,0.002601,0.0216,0.07046,0.00131,0.001885,0.001181,0.007691,0.001836,0,0.003556,0.001466,0.007584,0.008391,0.01504,0.006604,0.007419,0.004517,0.00192,0.002873,0.04327,0.002759,0.005693,0.02501,0.004959,0.01815,0.003388,0.002458,0.00225,0.04973,0.002589,0.01059,0.006331,0.00749,0.03544,0.003516,0.001249,0,0.004685,0.01777,0.02092,0.0101,0.007445,0.01205,0.002519,0,0.0719,0.05244,0.0306,0.01906,0.009058,0.04204,0,0,0.004267,0.01165,0.01385,0.00521,0.0036,0.002279,0.004209,0,0.001339,0.003389,0.001377,0.006334,0.00116,0.001618,0.005425,0.002783,0.005264,0.002525,0.01461,0.01454,0.005826,0.007947,0.01601,0.01997,0.002771,0.008391,0.00749,0.005118,0.05086,0.005334,0.01012,0.002129,0.006361,0.008176,0.006427,0.002124,0.003909,0.006591,0.00401,0.002527,0.06698,0.05515,0.02958,0.001379,0.01459,0.09978,0.009239,0.01056,0.03198,0.007457,0.0303,0.008418,0.002891,0.1545,0.02969,0.02145,0.1207,0.0474,0.1282,0.003736,0.2368
